Content,label,lang
Man is going viral for saying that Soulja Boy is more of a rap legend than Nipsey Hussle.,1,en
We love and support you Elon 🤗,2,en
"If the Left is so dumb, why do they keep winning the most important elections",0,en
NEWS 🚨: NASA's Parker Solar Probe makes 1st-of-its-kind observation within a coronal mass ejection,1,en
Rod Wave was arrested today for possession of a firearm by a convicted felon.,0,en
.@katyperry in new promotional photos for @AmericanIdol 🌺,1,en
"Beyoncé’s ""Texas Hold ‘Em"" is on the rebound in the U.K.",2,en
Al Hilal: Sudanese champions play on 'to distract people from war',0,en
like she ate this! #GagCityBaltimore NICKI I LOVE YOU !,2,en
"I remember 2 years ago when I bought a 5,4million dollar Bugatti it was a big deal.

Now I have 75,000,000 dollars of cars in the middle of a global bank freeze Matrix attack and dont even give a fuck.

I own the largest online http://university.com in the world.

Its amazing…",2,en
Andrew Tate - Midnight Drive,1,en
Latin Music Week Returns to Miami In October 2024 🌴 #LatinMusicWeek,1,en
Horse airlifted after nearly 24 hours stuck in a river,0,en
Nicki Minaj brings out her artist Tate Kobang (@1buttnaked) to perform “RNB” and “Bankrolls” in his hometown Baltimore 🔥,2,en
"Tip Jar will be soon available on web. It will significantly benefit creators on the platform.

via @nima_owji",2,en
Why This Company Wants To Recycle Instrument Strings Across the Globe,1,en
Politicians condemn disorder after Derry parade,0,en
The Last Goodbye: Los Temerarios Close 40-Year Career With Record-Setting Tour,1,en
"i wonder what will be the canonical explanation for why Gaga’s Harley is blonde with brunette roots

does Harley happen to like bleaching her hair just like Stefani does? 

does she change her hair because Arthur is into blondes?",1,en
FINALLYYY those messy highlights are out the wayyyy,1,en
When I learned this scene was based on a true story I almost threw up…,1,en
Miley Cyrus and Post Malone are rumored to have a collaboration in the works.,1,en
"“The first person who benefits from an act of charity is the benefactor himself, by seeing the changes in himself and in his manners, by finding peace, by watching a smile form on the lips of another person.”",2,en
"BREAKING:

President Trump said ""When I win, tax cuts for all and an economic boom!""",2,en
"KP6:

- 500k copies sold in its first week 
- 5 deluxe versions and alternate covers 
- fraudulent radio play and streams 
- satanic accusations 
- 6 tv performances 
- 4 viral songs 
- 3 #1 hits 
- streaming farms",1,en
"I STILL can’t believe it’s over, this was truly one of the most memorable nights. I loved every second, every moment. Thank you to all the barbs who’ve been so supportive and true to themselves you all are the best I love you guys ☁️🩷 #gagcitydc #gagcitydmv @NICKIMINAJ",2,en
"Yup. I’m that journalist! Both HuffPost & Observer are FANTASTIC news outlets. My condemnation for generating hate clicks against Perry was for my former self, not these great news outlets.",2,en
Americans are the only ones who cares about accent like what the fuck is a New York accent y'all fuckers sounds the same,0,en
Grateful for these last four years and excited for this next chapter. #BAYOUBARBIEOUT,2,en
Lady Gaga at the Venice Film Festival (2018),1,en
Joker has been portrayed by numerous male actors and nobody had an issue with it. Y’all always feel entitled to these opinions when it comes to female characters. Just say you love to pit women against each other and go.,1,en
the dead wife at the beginning of the movie,1,en
Jon Bernthal shares a new ‘DAREDEVIL BORN AGAIN’ BTS photo with Charlie Cox and Deborah Ann Woll,1,en
BREAKING: Judge denies Trump immunity claim in hush money case.,1,en
.@munilong Is ‘Made for’ No. 1 on R&B/Hip-Hop Airplay Chart,1,en
What Will It Take To Get the Music Industry to Go Green? Live Veteran Amy Morrison Has Ideas,1,en
Student escapes Sudan war to start university course,1,en
This has to be one of my fav segments of the show 🥹 she knows how to speak to the soul 🩷 #GagCityBaltimore,2,en
A Complete Guide to Every 2024 Coachella Party & Event (Updating),1,en
Marc Brys: Appointment of new Cameroon boss surprises country's FA,1,en
"SHAGGY THE GOAT Part 2 | Tate Confidential Ep 225

Watch now:",1,en
Watch the full Tate Confidential episode exclusively on Rumble:,1,en
Hot 100 First-Timers: Artemas Debuts With Viral Hit ‘I Like the Way You Kiss Me’,1,en
This graph now has more views than his last 3 episodes combined. ☠️,2,en
Actor and comedian Joe Flaherty dead at 82,1,en
Here Are the Lyrics to Shakira & Cardi B’s Flirty ‘Punteria’ Translated to English,1,en
How Big a First Week Will Beyoncé Lasso With ‘Cowboy Carter’?,1,en
"Please pray for Xavier. He’s in surgery right now to remove the neuroblastoma cancer from his chest and spine.

Thank you all for loving our boy.#XaviersFight 💜🎗️💛",2,en
"First clip from ‘THE BEAR’ Season 3

Releasing in June on Hulu.",1,en
Can’t believe this was the era when little monsters abandoned her…,0,en
this actually changed the evolution of editing this is why tiktok edits are the way they are today,2,en
My opinion of Colorado State University just increased.,2,en
"NEWS: Cathie Wood says she still has a $2,000 price target for $TSLA shares.

“Now is not the time to run for the hills,” she said on CNBC.",1,en
ariana has blocked a fan because they uploaded a post with a taylor drag!,0,en
Thank you @katyperry for this hot girl tip of the day! 😂🩷 #iHeartAwards2024,2,en
“Swifties only hate Kanye bc of Taylor” no we hate him bc he’s a vile human and what he did to Taylor is a reflection of that,0,en
lady gaga explaining the plot of joker 2,1,en
"At 24, Shakira created this worldwide hit that everybody remembers to this day.

Now, at that age (or even older), you are dragging her on the internet and no one will remember that 😘",1,en
Boy's message in a bottle found in Denmark,1,en
"💕 #GAGCITYDC was def one of them ones. All the right clothing, etc.",2,en
Signed: Lewis Capaldi Connects With PPL; Lil Mosey Synchs Up With Cinq,1,en
this is actually insane.,0,en
🚨 | Conan Gray’s upcoming album “Found Heaven” is 36:42 minutes long. There are 13 tracks on the album including 5 earlier released songs.❗️The album comes out TOMORROW!,1,en
".@shakira makes history this week, thanks to her new album ‘Las Mujeres Ya No Lloran.’

The set debuts at No. 1 on the #TopLatinAlbums chart, becoming her seventh No. 1. She ties @jennirivera and @SelenaLaLeyenda for the most in history among women.

Details:…",2,en
What Does a Head of Sustainability In the Music Business Actually Do?,1,en
"Travis when he read  
“Happy belated Independence Day from your local neighborhood independent girlies 😎See you tonight Kansas Cityy”",2,en
listen guys i fear we ate,0,en
Rebel Wilson Believes Adele ‘Hates’ Her Because of ‘Fat Amy’ Comparisons: ‘People Would Confuse Us’,0,en
Solar eclipse path: A guide on where and how to watch it in North America,1,en
"John Sinclair, Former MC5 Manager and Activist, Dies at 82",0,en
"Told you so, Barbz. Love you",2,en
"Finland shooting: Child, 13, wounds three in Vantaa school shooting",0,en
"Jordan Davis, Morgan Wallen & Big Loud Publishing Lead 2024 AIMP Nashville Country Awards Honorees",1,en
"I may be a tall, sexy, genius-level IQ, humble, BILLIONAIRE.

But that doesn't mean I am one of those elitist snobs, I sometimes wash one of my 63 supercars myself.

Top G.

The G stands for Man of the People.",1,en
#GagCityDC 💖🤍 @NICKIMINAJ love you long time!,2,en
Simon Coveney stepping down from Irish Cabinet,1,en
"Bizarrap’s Best Music Sessions, Ranked: Critics’ Picks",2,en
"A History of Disses at No. 1 on the Billboard Hot 100, From ‘You’re So Vain’ to ‘Like That’",1,en
"Lil Yachty, Who Worked at McDonald’s As a Teen, Stars in a New Ad for the Golden Arches",1,en
Arthur Wharton: Preston North End honours trailblazing black footballer,1,en
"It’s crazy because when I became famous people said I’m ghetto, talked shit about my accent, call me dumb because the way I speak, say I got no couth, talk about my teeth , my braids, my two buns… and to this day no matter what I accomplished I still get called a stripper all…",0,en
"Musicians Vote to Ratify New Contract With Film Studios, Including Streaming Residuals",1,en
They got us before we even got in😭🩷 #GagCityBaltimore @kash_leeda @lifeewithsav,0,en
The Houston Texans have a Top __ offense,2,en
"Beyoncé’s ‘Cowboy Carter’ Legendary Inspirations & New Collaborators All Up in Streams: Linda Martell, Dolly Parton, Brittney Spencer & More",2,en
TOMORROW FOUND HEAVEN RELEASES!!! flashback to the beginning of this current era... where were you when this dropped? cause lives were changed that day,1,en
ice spice was hanging with cardi and taking pictures?,1,en
.@StevenVictor on Changing ‘How the Modern Athlete Looks Tomorrow’ With His Expansion Into Sports Management,1,en
This is insufferable. Literally keep it to yourself. I legit could never go out to eat or be around someone like this. I don’t care about your disordered relationship with food. Shut up.,0,en
How to Watch Women’s March Madness 2024 Final Four Games Online Without Cable,1,en
Here Are the 6 Best Earplugs to Help Protect Your Hearing at Concerts,2,en
"ALERT:  New York judge Juan Merchan denies Trump claim of presidential immunity in NY criminal case. 

Judge says, among other things, Trump “had myriad opportunities to raise the claim of presidential immunity well before March 7”",1,en
YG Entertainment Names Yang Min-seok Sole CEO,1,en
Yo @UberEats @Uber_Support I’ve never seen worse customer service in my life.,0,en
"Jean-Paul Vignon, Stylish French Vocalist & Actor, Dies at 89",1,en
and if i say his whole discography,1,en
.@shakira's ‘Las Mujeres Ya No Lloran’ Storms In at No. 1 on Top Latin Albums and Latin Pop Albums,1,en
"Three station crew members, including @NASA astronaut Loral O'Hara, are scheduled to begin their return to Earth on Friday, April 5. NASA TV will provide live coverage of their departure and landing.",1,en
this is the most popstar someone has pop starred in recent years 😭,2,en
Kanye West Sued by Ex-Donda Academy Staffer Who Says Rapper Threatened to Lock Students in Cages,0,en
Watch: Taiwan earthquake shakes man in rooftop pool,1,en
Sabrina Carpenter Channels the ’90s for SKIMS’ Sultry Underwear Campaign,1,en
17 SOLD OUT SHOWS 🎀🦄 come thru  #GagCityBaltimore #PinkFriday2Tour #PinkFriday2 #NickiMinaj NICKI ITS YO WORLD 🌎 AINT IT 💘🦄,2,en
"Three of the seven aid workers killed in Israeli strike in Gaza were British, charity World Central Kitchen confirmshttps://bbc.in/3vxW0jd",0,en
Travis Kelce Shares What He’s Learned From Taylor Swift About Music: ‘It’s Very Eye-Opening’,1,en
MGK Shares the Lengthy Process of Getting a Blackout Tattoo,1,en
Thousands brave rain for White House Easter egg roll,1,en
Spotify Plans More Price Increases in 2024: Report,1,en
"Casey Wasserman on Music, Sports & the ‘False Theory’ of Stars Who Can Do Both",1,en
i'm so not ready for miss you oh my god. it's about him reflecting on the people he liked before in the past which only made him realize that he missed the way these past crushes treated him than the ex he was currently dating at the time?!?!?,0,en
Nosiviwe Mapisa-Nqakula: South Africa parliament speaker resigns over corruption probe,1,en
These Are the Sports Anthems of the Future,1,en
The first trailer for ‘Joker 2’ starring Joaquin Phoenix and Lady Gaga will be released on April 9th.,1,en
"Pharrell Faces Neptunes Dispute, Lucian Grainge Blasts Diddy Claims & More Top Music Law News",1,en
"‘Joker: Folie à Deux’ starring Joaquin Phoenix & Lady Gaga is rated R for:

• some strong violence
• language throughout
• some sexuality
• brief full nudity",1,en
Rabbit emerges from the ocean. I have now seen everything I need to see in life.,2,en
Boof+Barbz= PERFECTION 💪🏽,2,en
The Red Clay Strays Set European Concert Dates,1,en
#CTESPN had it first 📈🎬Most trusted source in all of sports,2,en
Travis Kelce Says So Far This Year He’s the ‘Happiest I’ve Ever Been’,2,en
"""If civilization doesn't grow, nothing else matters.""",0,en
Drew Goddard is set to write & direct a new ‘MATRIX’ movie.,1,en
AHHHHH BOURGEOUSIESES IS AFFLUENZA PT2 CONFIRMED,2,en
Frank Ocean’s ‘Lost’ Hits 1 Billion Spotify Streams,1,en
The Unlikely Rise of Nebulossa: From Running a Beauty Clinic to Representing Spain at Eurovision,1,en
"“Harleys In Hawaii”, de Katy Perry, ultrapassou a marca de 500 MILHÕES de streams no Spotify. 🌺",1,en
"From Queen to Lil Jon, How Sports Anthems Are Born",1,en
"& now a special announcement from this week’s guest on @hotones, @shakira. 🔥",2,en
"Obsessed with this photo series called ""From Window"" by Masahisa Fukase. He took photos of his wife from their apartment window almost everyday as she left 🥹",1,en
Nicole Richie & Joel Madden’s Kids Are Their Parents’ Lookalikes at Red Carpet Debut,1,en
"Keityn, Feid & More Honored at 2024 ASCAP Latin Music Awards: Complete Winners List",1,en
Father of crash victims tells funeral his world is 'now so empty',0,en
.@Tyllaaaaaaa's ‘Water’ Surges to No. 1 on Hot R&B Songs Chart,2,en
vocals !!!!!! #GagCityDC,1,en
German trial witness says he saw Madeleine McCann suspect in rape videos,1,en
Taylor Swift Is Getting Her Own SiriusXM Radio Channel: Here’s How to Tune In,1,en
Dozens dead in Istanbul nightclub fire,0,en
".@KenBurns Talks Beyoncé’s ‘Cowboy Carter,’ Compares New Album to Beatles’ ‘White Album’: ‘She’s Got Guts!’",1,en
Ppl spending their hard earned money baby. You betta f$&!ng believe it!!!!!! 🙏🏽🫶🏽🫵,2,en
"Travis Kelce Opens Up About 2024 Kelce Jam Music Festival, His ‘Last Hoo-rah’ Post-Super Bowl",1,en
Ukraine war: Deepest Ukraine drone attack into Russian territory injures 12,0,en
Hot 100 First-Timers: Tito Double P & Joel De La P Arrive With Peso Pluma Collab ‘La People II’,1,en
‘ALIEN’ will re-release in theaters on April 26,1,en
Taylor Swift and SZA were among the record-setters at the 2024 #iHeartAwards.,2,en
"“Harleys In Hawaii” by Katy Perry has reached 500 MILLION streams on Spotify.

It’s her 15th song to achieve this.",2,en
".@chelseacutler Opens Up About Her ‘Yellowstone’ Themed Album ‘Stellaria,’ Mental Health & More",1,en
remembering that after friday we won’t have new music for about a year,1,en
"NEW: #Bitcoin ETFs saw a record volume of $111 BILLION in March.

That's TRIPLE the inflows from February  🤯",2,en
Eminem Pranks Fans With April Fools’ Day Album Announcement,1,en
Meet the Major League Executives Bringing Music to Sports,1,en
".@fireboydml has major plans for 2024 👀 He teases his next album, going on tour & diving into acting with #BillboardNews.

Watch his full interview: http://blbrd.cm/5vh5zha",2,en
We have an incredible team of engineers building the App that will change.... Everything.,2,en
.@patrickmayberry Takes ‘Lead’ on Christian Airplay Chart for First Time: ‘I Hope the Message Keeps Going’,1,en
full nudityyy and it better be from ga,1,en
".@ericchurch on New Whiskey JYPSI Release, Upcoming Nashville Residency: ‘It Was Important to Us That We Could Be Creative’",2,en
Venice Launches New ‘Career Assistant’ Tool for Artists,1,en
this was sooo…,1,en
"The 10-member space station crew worked on cargo, spacesuits, and human research on Tuesday as weekend crew departure preps continue.",1,en
"The Polaris Dawn Dragon is headed to vacuum chamber testing! SpaceX teams celebrate Dragon's departure with @rookisaacman, @KiddPoteet, @Gillis_SarahE, and @annawmenon ahead of launching to orbit this summer",2,en
The Cast Of Real Housewives of Potomac are in gag city tonight!#RHOP#GagCityDC,1,en
Kristen Wiig’s Old ‘SNL’ Dressing Room Gets Completely Taken Over in New Promo,1,en
Soca Superstar @Kestheband Breaks Down Five Favorite Tracks From First Album in 10 Years: ‘It’s Time to Position Ourselves in a Global Way’,1,en
Bassirou Diomaye Faye: Senegal election offers hope to frustrated young Africans,1,en
There was plenty of drama when Ziggy and Mackenzie Sol entered a sing-off on #AmericanIdol.,1,en
Louis Conter: Last survivor of attack on Pearl Harbor ship dies aged 102,0,en
Lizard Eliminated After ‘Sink or Swim’ Experience on ‘The Masked Singer’: ‘I’m Not Used to Losing’,1,en
At least 29 people now confirmed to have died in fire at Istanbul nightclub undergoing renovations,0,en
20 Best Travel Deals to Help You Get Away on a Budget,2,en
"QGTM!!!! History in the 
f$&@!ng making. Thank you a million times over. 🏆#GAGCITYDC shall go in the #GAGCITY HISTORY BOOKS.",2,en
Michelle Obama Praises Beyoncé’s ‘Cowboy Carter’ While Encouraging Fans to Register to Vote: ‘We All Have Power’,2,en
K-pop star Karina and actor Lee Jae-wook split shortly after going public,1,en
"Act Fast! The iPad Pro, iPad Air & iPad Mini Are On Sale at Amazon — Save Up to $100 Off",2,en
"I love this & other Katy Perry accounts. But I need to make this clear: There was no press event-was a private preview for some industry people, and I wasn’t there. All VERY positive reactions to batch of songs they heard. Album not 100 percent finished but Katy is coming soon!!",2,en
"Ye has been sued by another former Donda Academy staffer, alleging a sexually abusive environment. #BillboardNews",0,en
"BREAKING: The #Bills are trading WR Stefon Diggs to the #Texans, per @AdamSchefter.",1,en
Adele Reschedules 2024 ‘Weekends’ Las Vegas Residency Shows Postponed By Illness,1,en
just a few sec of this scene added in the teaser trailer could make me faint,0,en
Crawler-transporter 2 update as we prepare for future @NASAArtemis missions! ⤵️,1,en
James Kirby: Cousins pay tribute to 'selfless hero',1,en
Magic Johnson Posts Heartfelt Celebration of ‘Living Icon’ Beyoncé’s ‘Cowboy Carter’,2,en
Jon Batiste Hopes His Work on Beyoncé’s ‘Cowboy Carter’ Helps ‘Dismantle the Genre Machine’,2,en
"The First Amendment.

Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; or the right of the people peaceably to assemble, and to petition the Government for a redress…",1,en
"Bless ft @youngthug #WvW 

PRE-SAVE 🔗 http://lilwayne.lnk.to/WvW",1,en
where it all began ⭐️,1,en
First poster for ‘Joker 2’ starring Joaquin Phoenix and Lady Gaga.,1,en
Billie Piper Says Classmate Amy Winehouse Was Bullied in School,1,en
"Slipknot, Avenged Sevenfold, Disturbed to Headline 2024 Rocklahoma Festival",1,en
Cash Cobain Speaks Out on NYC Concert Canceled for ‘Reasons Out of My Control’,1,en
Karol G in Latin America: All the Guests on her Mañana Será Bonito Tour,1,en
"Bizarrap & Natanael Cano Drop Explosive, Two-Song Collaboration ‘BZRP Music Session #59’: Stream It Here",1,en
Shakira has surpasses Billie Eilish to become the #21 (+1) artist with the most monthly listeners on Spotify and #8 female artist. 🌎,2,en
Two investors plead guilty in insider trading scheme linked to the Trump Media deal that brought the former president's social media business public,1,en
Strongest earthquake in 25 years rocks Taiwan with tsunami warnings issued for nearby countries,0,en
"Craig Gillespie is in talks to direct ‘SUPERGIRL’.

He has previously directed ‘Cruella’ and ‘I, Tonya’

(Source: Deadline)",1,en
"Do not trust men who are easily afraid.

Loyalty requires bravery.

Anyone who’s easily scared will easily turn.

Without balls - your sentiment as a man means absolutely zero.

As soon as a weak man has to suffer for the person they are “loyal” to, loyalty disappears.",0,en
"KAI Media, Company Behind K-Pop Label hello82, Raises More Funding For Expansion",1,en
Finland shooting: Several injured in Vantaa school shooting - police,0,en
"Ken Griffin says U.S. is being 'irresponsible' with national debt, and politicians are spending 'at the expense of future generations,’ per FORTUNE.",0,en
JUST IN:  🇨🇳🇹🇼 - 30 Chinese warplanes and 9 navy vessels have positioned around Taiwan according to Taiwan's defense ministry. 🤔,1,en
Donald trump getting booed in MI today brings joy to my heart.,2,en
"Fed Chairman Powell finally told the truth. Last week he finally admitted inflation is winning. The Fed can no longer promise I flation at 2% or that inflation is “transitory.”  Again he finally stopped lying.  Congratulations.

The problem is most people have no idea what the…",1,en
JUST IN: Hedge fund billionaire Steve Cohen told CNBC he owns a “very little” amount of #Bitcoin 👀,1,en
fellas is it antisеmitic to think that aid workers shouldn’t be airstriked ?,0,en
"Current Joker: Folie à Deux box office predictions. 

With a predicted worldwide box office of just under $800m, the film would currently be the 3rd highest grossing R-rated movie of all time behind Oppenheimer and the original Joker.",1,en
There is no future without kids,1,en
"There have been a few recent articles in the press about @Disney 'winning' its proxy contest with Nelson Peltz based on early election returns that have been leaked to the media.  We don't have an investment in Disney, but I thought it useful to point out the inappropriateness of…",1,en
"Aileen Cannon should have been removed from the case a long time ago with her bullshit rulings blatantly causing delays that favor defendant trump.

It's a fucking joke.",0,en
In the movie 'The matrix' Neo's passport has an expiration date set to 9/11/2001,1,en
".@katyperry's ""Harleys In Hawaii"" has now surpassed 500 million streams on Spotify.",2,en
"X Premium costs just 23 cents a day, when bought annually via web. 🇺🇸Subscribe to X Premium to support this platform.",2,en
Is there anything more overrated than a solar eclipse? 😂,0,en
"Loral O'Hara, one of five @NASA_Astronauts currently on the station, is returning to Earth on April 6. She conducted one spacewalk and researched advanced space phenomena during her six-and-a-half month mission. More... https://go.nasa.gov/49oIpbz",1,en
"It's been 6 years since we became a public company. It’s pretty wild to think that by most metrics, Spotify is now 3x or more on where we were that day.  I am reminded of Bill Gates’ quote, “Most people overestimate what they can do in one year and underestimate what they can do…",1,en
"2/ ... 1 of 8 bands in the 2200- to 7300-Å spectral region, then on to a photomultipler tube. By study of these emission intensity data, information on surface texture & composition of planets could be obtained, along w  information...",1,en
"Joker 2 poster has been seen 14 million times in just 10 HOURS on one Twitter account, comparing it to other major releases first poster posts, these numbers are INCREDIBLE.",2,en
"🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨  370,000,000 #USDT (370,047,175 USD) transferred from Tether Treasury to #Bitfinexhttps://whale-alert.io/transaction/tron/7b0d296e296bc2d72a9b2727d8868e79edf24fe5d478aab71026dacdb1ecf3fb…",1,en
"FTC responds to ESRB's proposal for an AI-powered face-scanning 'age estimation' system

""No""",1,en
"Why hasn't Judge Cannon ruled on the DoJ reconsideration motion to block the release of witness lists? I'm guessing she knows if she releases them, Smith will go to the 11th circuit. So she's sitting on it.",1,en
This is evil,0,en
what's going on here,1,en
"Update on #SamplingMars: I recently collected my 24th sample from an area called ""Bunsen Peak"" (named for the @YellowstoneNPS landmark). The rock core is filled with silica and carbonate. http://go.nasa.gov/3vuGEMq",1,en
Knowledge is Power. #Bitcoin,2,en
truly mother’s daughter,1,en
Did you know that legacy media have notifications ON for 𝕏?,1,en
Hunter Schafer: Euphoria star says she no longer wants to play trans characters,0,en
Perfection.,2,en
wonder where she is now 😭,1,en
#GagCityBaltimore,1,en
"""Katy Perry esquecida""

.@katyperry's ""Harleys In Hawaii"" has now surpassed 500 million streams on Spotify.

.@katyperry's ""Never Really Over"" is now certified Diamond in Brazil.

Gente? Que fracassada, 2 músicas solo do último álbum sendo diamante e +500M de streams do Spotify",2,en
Katy Perry x American Idol! 🤎✨,2,en
joker 2 trailer is really coming to break the internet. we’re talking hundreds of millions of views across all platforms. a global EVENT.,2,en
"#Shakira is set to appear on ‘Hot Ones’ tomorrow, April 4! ❤️‍🔥",2,en
"Started stan twitter, started the concept of ""eras"", started the whole ""mother and fanbase"" relationship like im so serious",1,en
"LaVar Ball blames the NBA training staffs and Puma's 'raggedy' shoes for his sons' injuries 

“The reason they hurt is because they got away from me. And they start doing these rooty-toot workouts. Because if you keep running them hills, you're going to keep that power and that…",0,en
"Former Observer & HuffPost journalist claims Katy Perry’s career decline was planned by “some people,” similar to how Christina Aguilera’s career was sabotaged.

They then alleged writers “trashed” Katy to generate clicks, more money. Last year, former Pitchfork writers alleged…",0,en
lady gaga photographed by steven klein.,1,en
"BREAKING:

The SEC requested public comment on major Ethereum Spot ETFs",1,en
"#BTC 

Bitcoin is holding that Weekly Range Low (~65600) as support for now$BTC #Crypto #Bitcoin",1,en
What other payment options do you think should be added to the tip jar?,1,en
harry potter said WHAT?!? 😭,0,en
i’m glad gaga is keeping her OG voice nobody wants to hear that squeaky ass over-exaggerated voice,1,en
"We’re 5 days away from the eclipse!!! Check out my eclipse guide (linked in bio) for some tips on how to see it. 

Remember- the difference between 99% & 100% is one that will literally change your life. 

The eclipse I saw in 2017 ignited a passion to pursue astrophotography.",2,en
"Fans from selected countries can now watch Shakira's videos on Spotify! 

go and stream!",2,en
"Why are cities dominated by highways and cars?

It's partly because of one of the most influential people you've never heard of: Norman Bel Geddes.

In 1939 he created ""Futurama"", a huge exhibition that tried to predict the future — and ended up changing the world...",1,en
BREAKING: Coinbase is working with Lightspark to integrate the #Bitcoin Lightning Network for all its customers ⚡️,2,en
"From these 4 accounts alone, nearly 31 million views in 24 hours.",1,en
"FINALLY RESTOCKED:
Lady Gaga - The Fame Monster picture disc.
Will be included in our Friday drop as well!",1,en
"BREAKING: The guy that rammed his car into the FBI Field Office in Atlanta the other day has social media accounts associated with Q Anon, anti-vaxx stuff, election denialism, Sidney Powell, and donald trump.

SUPER SHOCKED

Source: @MSNBC",0,en
"Spotify | Top Songs (04/02) [Streams]

Hips Don't Lie — 1,138,286
TQG — 1,038,174
Puntería — 961,461
(Entre Paréntesis) — 846,840
Cohete — 603,393
Bzrp Music Sessions, Vol. 53 — 570,837
Whenever, Wherever — 479,768
Chantaje — 422,502
La Tortura — 408,059
Dia de Enero — 403,425",1,en
What if I tell you that there's more adult content on Threadz & Instagram than on OnlyFans. 👀,1,en
"Keityn, Feid, Carlos Vives and Yng Lvcas Talk Major Wins at 2024 Latin ASCAP Awards",1,en
Anya Taylor-Joy confirms she secretly got married to Malcolm McRae in 2022,1,en
Tonight’s tank top says ‘w⭐️men’ at #GUTSWorldTourBoston!,1,en
𝕏 = Up🟢Facebook = Down 🔴Instagram = Down 🔴WhatsApp = Down 🔴,0,en
we all remember where we were,1,en
"JUST IN: 🇺🇸 BlackRock and Fidelity now own a combined 399,741 #BTC worth $26.2 billion for their spot #Bitcoin ETFs.",1,en
"🇺🇸 | Shakira is the female artist with the MOST songs currently on the US iTunes Top 100 Latin Songs, totaling 8 songs.",2,en
"#Shakira's amazing 12th studio album 'Las Mujeres Ya No Lloran' scores the 3rd Highest New Entry on the United World Album chart, landing at #6! 💪🥉🔝🆕💥6⃣🌎📈👑❤️‍🔥'Las Mujeres Ya No Lloran' featuring #CardiB, #RauwAlejandro, #ManuelTurizo, #GrupoFrontera, #Ozuna, #KarolG &…",2,en
"NEWS: Tesla overtook Mercedes as the second-largest seller of imported vehicles in Korea last month.

It marked the first time for Tesla to beat Mercedes-Benz in Korea in terms of sales.",2,en
The Ultimate Guide to Festivals Celebrating Latin Music in 2024,1,en
LADY GAGA IS A FUCKING MOVIE STAR,0,en
Te haré salir volando como un cohete! 🚀💥 I’ll make you fly like a rocket! #LMYNL → http://lnkfi.re/LMYNL,2,en
"You’re invited! See you in Rogueport on May 23 in #PaperMarioTheThousandYearDoor, coming to #NintendoSwitch!",2,en
Alien mothers,0,en
